PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
2349,0,1,"Jackson, Mr. George",male,33.87,1,0,749710,51.98,,S
2350,0,1,"Taylor, Mr. William",male,,0,0,457386,60.03,,S
2351,0,1,"Smith, Mr. Frank",male,,0,0,209190,54.41,,C
2352,0,3,"Jones, Mr. Frank",male,29.84,0,0,787486,9.18,,S
2353,1,2,"Garcia, Miss. Margaret",female,32.6,0,0,742057,11.61,,Q
2354,0,3,"Thomas, Mr. Frank",male,29.85,0,0,146306,14.61,,S
2355,0,2,"Thomas, Mr. George",male,36.35,0,0,758463,18.44,,S
2356,0,3,"Taylor, Mr. John",male,21.7,2,0,918663,13.31,,Q
2357,1,3,"White, Mrs. Helen",female,25.99,0,0,700255,28.3,,S
2358,0,3,"Moore, Mr. James",male,45.92,0,0,412824,11.99,,S
2359,0,3,"Smith, Mr. Henry",male,26.7,0,0,299079,16.93,,S
2360,1,1,"Williams, Miss. Ellen",female,38.51,0,0,450212,114.19,,S
2361,0,3,"Johnson, Mr. James",male,,0,0,403851,12.59,,S
2362,0,1,"Jones, Mrs. Elizabeth",female,35.39,1,0,254668,95.5,,S
2363,0,3,"Davis, Mrs. Anna",female,19.78,1,1,954501,13.13,,S
2364,1,3,"Williams, Miss. Emma",female,27.5,1,0,216041,14.32,G145,S
2365,0,3,"Martinez, Mr. James",male,18.93,0,0,355165,9.19,,S
2366,0,3,"Jackson, Mr. George",male,,0,0,148999,9.79,,S
2367,0,2,"White, Mr. William",male,20.51,0,0,626470,20.17,,C
2368,0,2,"Jones, Mrs. Emma",female,,0,0,196737,0.28,,S
2369,1,2,"Jackson, Mrs. Helen",female,,0,0,775225,34.96,F91,S
2370,1,3,"Williams, Miss. Florence",female,22.46,0,0,598976,27.05,,
2371,0,2,"Martinez, Mr. George",male,,0,0,553432,21.7,F51,S
2372,0,2,"Garcia, Miss. Emma",female,,0,0,755822,26.65,,S
2373,1,2,"Wilson, Mr. Charles",male,31.44,0,0,923363,30.81,E61,Q
2374,1,2,"Davis, Miss. Alice",female,18.08,0,1,191881,6.75,,S
2375,0,2,"Brown, Mr. James",male,39.28,0,0,707898,29.28,,C
2376,0,1,"Harris, Rev. Robert",male,21.22,0,1,216134,66.09,,S
2377,0,3,"Garcia, Master. William",male,,0,0,189977,27.89,,C
2378,1,3,"Jackson, Miss. Florence",female,24.31,0,0,181693,11.78,,C
2379,0,1,"Miller, Dr. Frank",male,,0,0,334852,122.14,,C
2380,0,3,"Moore, Mr. Thomas",male,27.14,1,0,540185,11.84,G132,S
2381,0,3,"Wilson, Mr. Robert",male,20.13,0,0,282138,27.28,F115,S
2382,0,2,"Smith, Master. George",male,23.32,0,3,299371,14.88,F149,S
2383,1,1,"Anderson, Mrs. Emma",female,29.15,0,0,958192,132.93,,S
2384,0,1,"Brown, Mr. William",male,,0,2,231477,110.32,,S
2385,0,1,"Jones, Mr. George",male,32.18,0,0,179198,100.98,,C
2386,1,3,"Miller, Miss. Alice",female,2.72,0,0,478605,14.49,,S
2387,0,3,"Martinez, Mr. William",male,40.26,0,0,713908,8.66,F54,S
2388,1,1,"Robinson, Mr. James",male,,1,3,633076,0.0,,C
2389,0,3,"Taylor, Master. James",male,16.22,1,0,682935,19.98,,S
2390,1,1,"Thomas, Mr. Robert",male,24.46,0,1,260058,63.47,A66,C
2391,0,3,"Brown, Mr. Thomas",male,,0,0,462901,20.6,,C
2392,0,3,"White, Mr. John",male,9.42,3,1,799561,15.29,,S
2393,0,2,"Harris, Mr. James",male,,0,1,409412,32.0,E91,S
2394,1,1,"Anderson, Miss. Helen",female,,8,0,636456,117.68,,Q
2395,0,3,"Williams, Miss. Ellen",female,18.69,1,0,219908,0.0,,S
2396,1,3,"Johnson, Miss. Mary",female,11.76,0,0,784065,17.0,,Q
2397,1,2,"Taylor, Mr. Edward",male,22.56,0,2,979702,16.56,,S
2398,0,1,"Anderson, Mr. John",male,38.11,0,0,396653,,,S
2399,1,1,"Johnson, Mrs. Anna",female,,1,0,177485,108.83,,S
2400,1,3,"Robinson, Miss. Ellen",female,15.57,0,1,453558,16.92,,S
2401,0,3,"Johnson, Mr. Edward",male,23.91,0,0,872421,11.23,F141,S
2402,0,3,"Thompson, Mr. George",male,35.66,0,0,982574,7.07,,S
2403,0,3,"Brown, Mr. John",male,5.05,1,0,584922,10.19,,S
2404,0,3,"White, Mr. George",male,,1,0,644360,1.3,,S
2405,0,3,"Brown, Mr. James",male,13.59,0,0,691859,9.16,,C
2406,0,2,"Moore, Mr. William",male,17.37,0,0,236470,5.36,,S
2407,1,3,"Robinson, Miss. Emma",female,28.13,0,1,279880,3.65,,
2408,0,2,"Moore, Mr. George",male,23.46,1,0,742847,21.16,,S
2409,0,2,"Anderson, Mr. Frank",male,15.4,1,1,499157,,,S
2410,0,3,"Thomas, Mr. John",male,40.89,0,0,769368,12.79,,S
2411,1,3,"Anderson, Miss. Emma",female,36.04,1,6,456368,9.76,,Q
2412,1,3,"Martinez, Miss. Ellen",female,1.81,0,0,968254,6.84,F22,S
2413,0,2,"White, Mr. Thomas",male,12.31,0,0,791207,16.83,E61,Q
2414,0,3,"Smith, Mr. James",male,32.12,1,2,592674,7.66,,C
2415,0,3,"Brown, Mrs. Mary",female,21.58,0,0,834986,12.59,,C
2416,1,1,"White, Miss. Florence",female,56.01,1,2,630555,20.1,,S
2417,0,2,"Anderson, Mr. George",male,37.4,0,0,310955,27.01,F53,S
2418,1,3,"Taylor, Miss. Grace",female,28.59,0,0,374692,9.31,,S
2419,1,1,"Jones, Mr. William",male,25.74,0,0,263917,99.8,,S
2420,0,3,"Johnson, Mr. George",male,30.9,0,1,600936,18.77,,S
2421,0,1,"Davis, Mr. Robert",male,,0,0,683981,97.77,,S
2422,0,1,"Anderson, Mr. Thomas",male,53.66,1,0,134959,117.56,,S
2423,0,3,"Martin, Mr. John",male,30.07,0,0,496422,0.0,,S
2424,0,1,"Wilson, Mr. Thomas",male,28.1,0,0,841077,63.3,B28,S
2425,1,3,"Jones, Miss. Grace",female,34.66,0,1,789669,20.17,G141,S
2426,0,3,"Garcia, Mr. James",male,51.9,0,2,725286,16.31,,S
2427,1,1,"Robinson, Mrs. Emma",female,,0,0,365390,161.64,,S
2428,0,3,"Taylor, Mr. William",male,31.6,1,0,714392,24.08,,S
2429,1,3,"Taylor, Mr. Robert",male,19.82,0,0,315253,14.95,,S
2430,0,3,"Martin, Mrs. Alice",female,26.02,0,0,712701,11.36,G83,Q
2431,1,3,"Moore, Mrs. Ellen",female,6.91,0,1,834462,6.77,,S
2432,0,3,"Smith, Mr. William",male,24.99,0,0,295654,9.91,,S
2433,1,3,"Jackson, Mrs. Elizabeth",female,25.52,0,0,763497,10.35,F78,S
2434,0,2,"Brown, Mr. George",male,51.59,1,1,139743,14.07,,S
2435,0,3,"Brown, Mr. Charles",male,3.46,0,1,680516,7.03,,S
2436,0,3,"Johnson, Mr. James",male,21.63,2,0,575059,15.61,G46,C
2437,0,3,"Harris, Mr. John",male,40.46,0,2,957944,24.03,,C
2438,0,3,"Smith, Master. James",male,22.1,1,0,586133,19.07,,S
2439,0,2,"Thomas, Mr. George",male,27.94,1,0,129209,16.78,,S
2440,0,3,"Thomas, Miss. Helen",female,15.0,1,2,867843,19.59,F147,C
2441,1,3,"White, Miss. Emma",female,13.81,0,0,338875,15.25,,S
2442,1,1,"Garcia, Miss. Elizabeth",female,16.09,0,6,710556,82.29,A128,S
2443,0,1,"Johnson, Mrs. Grace",female,30.45,1,0,798941,79.67,,C
2444,0,3,"Johnson, Mr. Charles",male,13.13,0,2,395648,11.7,,S
2445,0,3,"Jackson, Mr. James",male,26.42,0,0,136689,17.23,G82,C
2446,1,3,"Robinson, Miss. Ellen",female,15.55,0,0,566344,13.91,,S
2447,0,1,"Thompson, Mr. Frank",male,32.24,0,1,462636,53.41,D111,C
2448,0,2,"Martin, Mr. George",male,24.57,2,1,578707,12.23,D43,S
2449,0,3,"Martin, Mr. James",male,24.42,0,1,912199,14.99,G148,S
2450,0,3,"Jones, Mr. James",male,18.66,0,0,730292,15.79,G126,S
2451,0,3,"Williams, Mr. George",male,12.26,0,0,301929,,,S
2452,0,3,"Martin, Mr. Henry",male,26.03,0,0,778136,5.64,,S
2453,0,3,"Brown, Master. Frank",male,37.81,1,0,359286,21.13,,S
2454,0,3,"Harris, Mr. James",male,26.54,2,0,655272,19.75,,S
2455,1,3,"Davis, Miss. Helen",female,,0,0,329897,0.08,G95,S
2456,0,3,"Williams, Mr. William",male,23.52,0,0,868876,21.71,,S
2457,1,3,"Taylor, Miss. Anna",female,0.42,0,0,537156,11.64,G34,Q
2458,1,1,"Johnson, Miss. Grace",female,36.33,0,1,387307,91.98,,S
2459,0,2,"Johnson, Master. George",male,25.2,0,3,987429,31.38,E15,S
2460,1,3,"Moore, Miss. Emma",female,13.8,4,0,837749,23.74,,C
2461,0,3,"Garcia, Mr. John",male,15.97,0,1,269653,19.52,F39,S
2462,1,3,"Martinez, Mr. John",male,20.08,0,1,131786,14.57,,S
2463,0,1,"Garcia, Mr. George",male,49.91,0,0,871731,26.22,E119,S
2464,1,3,"Smith, Mrs. Florence",female,38.1,0,0,851831,0.0,,S
2465,1,2,"Garcia, Miss. Florence",female,18.86,0,2,330485,28.78,F64,C
2466,0,3,"Johnson, Mr. Edward",male,18.78,0,0,378482,21.72,,C
2467,0,3,"Thompson, Mr. Frank",male,19.09,0,0,704664,7.7,,S
2468,0,3,"Moore, Mr. Frank",male,34.71,0,0,725127,11.25,,Q
2469,1,3,"Davis, Miss. Anna",female,,0,1,511809,9.38,F82,S
2470,0,2,"Garcia, Mr. Charles",male,31.11,1,0,740219,14.16,,S
2471,0,2,"Martin, Mr. George",male,36.44,0,0,370089,30.75,,S
2472,0,3,"Garcia, Miss. Florence",female,17.84,0,0,438421,14.42,F116,S
2473,0,3,"Davis, Mr. William",male,41.37,3,1,532534,11.51,,S
2474,0,3,"Anderson, Mr. Thomas",male,24.98,0,0,306340,30.27,,S
2475,0,2,"Brown, Mr. John",male,19.73,0,2,826781,5.66,E66,S
2476,1,1,"Miller, Mr. Thomas",male,35.24,2,0,778480,107.01,,S
2477,0,1,"Jackson, Mr. Edward",male,52.78,0,1,565028,39.94,,S
2478,0,1,"Thomas, Mr. George",male,32.9,1,0,376550,77.39,,Q
2479,0,2,"Jackson, Mr. John",male,41.39,0,1,553508,21.49,,C
2480,1,3,"Jackson, Mrs. Florence",female,17.5,1,1,391062,18.49,,S
2481,0,3,"Thompson, Mr. James",male,,0,0,312062,11.3,,S
2482,0,2,"Anderson, Miss. Ellen",female,37.92,0,0,680385,16.33,,S
2483,1,1,"Thompson, Mr. Robert",male,27.51,3,2,278732,72.28,,S
2484,1,2,"Harris, Miss. Margaret",female,39.87,0,1,722055,9.2,E14,S
2485,0,3,"Martin, Rev. Frank",male,29.22,0,0,708179,17.11,,C
2486,1,2,"Taylor, Mrs. Mary",female,19.52,0,0,104662,22.81,,S
2487,0,3,"Martin, Mr. George",male,24.14,0,2,262937,15.83,,Q
2488,0,3,"Anderson, Mr. Edward",male,18.41,0,0,551720,12.55,F131,C
2489,0,1,"Martinez, Mr. Robert",male,42.19,0,0,123257,75.9,D117,S
2490,0,3,"Martinez, Mr. John",male,,0,0,840959,20.64,,C
2491,1,3,"Jackson, Miss. Alice",female,20.55,2,0,612831,19.64,,S
2492,0,2,"Martin, Miss. Florence",female,,1,1,462945,34.15,,Q
2493,1,1,"Thomas, Miss. Alice",female,38.29,2,1,474282,99.65,,S
2494,0,3,"White, Mr. Robert",male,25.29,0,0,415959,21.79,,S
2495,1,3,"Miller, Mrs. Alice",female,23.02,0,0,695740,10.3,G125,S
2496,0,3,"Jones, Miss. Margaret",female,14.71,0,0,658267,11.69,,S
2497,0,3,"Johnson, Mr. Robert",male,29.02,0,0,148175,20.77,,C
2498,0,1,"Moore, Mr. Charles",male,34.54,0,2,272819,119.42,,
2499,0,3,"Jackson, Miss. Margaret",female,14.14,1,0,844770,11.11,,S
2500,0,3,"Jackson, Mr. Charles",male,37.17,1,0,932919,6.2,,C
2501,0,1,"Moore, Mr. James",male,39.19,0,0,860391,75.43,,S
2502,1,3,"Martin, Miss. Helen",female,22.26,0,0,309961,8.55,,S
2503,0,3,"Johnson, Mr. James",male,41.08,0,0,864153,24.21,,S
2504,1,3,"Harris, Mr. Robert",male,2.97,0,0,725295,17.94,,C
2505,0,2,"Garcia, Mr. Henry",male,45.27,0,0,289388,12.34,,S
2506,1,1,"Moore, Mrs. Ellen",female,,1,2,708878,40.11,A55,S
2507,1,3,"Anderson, Miss. Ellen",female,27.54,0,0,793126,7.94,,S
2508,1,3,"Johnson, Mrs. Florence",female,17.94,0,1,741683,9.37,,C
2509,0,3,"Thompson, Mr. Robert",male,13.92,1,0,959662,11.92,,S
2510,0,3,"Thompson, Mr. Henry",male,,1,0,855403,20.24,G49,S
2511,0,2,"Martin, Mr. Frank",male,52.27,1,2,738619,10.33,E2,S
2512,0,2,"Johnson, Master. Thomas",male,,0,1,570460,42.9,,S
2513,0,1,"Garcia, Mr. George",male,42.03,0,0,649321,44.38,,S
2514,1,1,"Wilson, Miss. Florence",female,38.68,0,0,912876,24.82,,C
2515,1,2,"Robinson, Miss. Mary",female,50.77,1,0,461074,36.88,,S
2516,1,3,"Taylor, Mr. John",male,0.42,4,0,650031,21.59,G125,C
2517,1,1,"Thompson, Miss. Helen",female,42.53,0,0,418887,76.34,E132,Q
2518,0,2,"Martinez, Miss. Ellen",female,21.27,0,0,966874,23.81,,S
2519,0,3,"Williams, Master. Charles",male,0.42,0,0,903592,15.64,G27,S
2520,0,1,"Martinez, Mr. James",male,33.67,0,0,182213,89.74,,S
2521,0,1,"Garcia, Mr. William",male,60.18,0,0,242893,29.55,,S
2522,0,3,"Anderson, Mr. John",male,17.13,0,0,859130,0.0,,S
2523,0,2,"Davis, Rev. Thomas",male,39.49,0,0,650967,11.55,D24,S
2524,0,3,"Martinez, Mr. John",male,39.38,0,1,664834,24.81,,C
2525,0,3,"Thomas, Mr. John",male,24.85,0,2,248901,25.06,F72,C
2526,0,1,"Robinson, Mr. Charles",male,39.45,0,0,898989,73.0,D144,S
2527,1,3,"Miller, Miss. Florence",female,4.4,0,0,788908,6.77,G63,C
2528,0,3,"Jones, Mrs. Emma",female,,0,1,415633,14.81,,Q
2529,1,3,"Davis, Mr. William",male,35.88,0,0,895236,15.85,G73,S
2530,0,3,"Martin, Mr. Henry",male,25.73,0,0,687800,16.9,F121,S
2531,0,3,"Jones, Mr. George",male,29.41,4,0,880096,0.0,,C
2532,0,3,"Davis, Mr. James",male,26.6,0,0,561967,33.53,,C
2533,0,3,"Miller, Mr. James",male,,0,0,461912,20.36,F130,S
2534,0,1,"Martin, Mr. Charles",male,32.83,0,0,784576,75.69,,S
2535,0,3,"Anderson, Mr. Charles",male,,0,0,160810,8.33,,S
2536,1,3,"Miller, Mrs. Alice",female,26.6,0,0,692597,19.42,F139,S
2537,0,3,"Brown, Mr. James",male,45.33,1,0,950672,16.22,,C
2538,0,2,"Brown, Miss. Mary",female,15.3,0,0,903632,20.92,,C
2539,0,1,"Thomas, Mr. James",male,,0,6,371392,103.25,C140,S
2540,0,3,"Wilson, Mr. Edward",male,20.28,1,0,486688,12.27,,S
2541,1,3,"Thomas, Miss. Helen",female,26.67,0,0,300964,15.61,,S
2542,0,2,"Miller, Mr. John",male,44.67,0,0,623951,27.26,F56,S
2543,0,2,"Brown, Mr. Charles",male,,0,0,696752,23.43,,C
2544,0,2,"Garcia, Miss. Ellen",female,,0,1,865188,22.91,,S
2545,1,3,"Williams, Master. James",male,16.96,4,1,862782,22.05,,C
2546,1,2,"Taylor, Mr. John",male,,1,0,601550,4.03,,S
2547,0,3,"Williams, Mr. William",male,25.19,0,0,357634,7.81,,S
2548,1,1,"Robinson, Mr. Robert",male,,0,0,484515,85.12,,S
2549,1,2,"Johnson, Master. John",male,27.77,0,0,440149,12.7,,C
2550,0,2,"Jackson, Mr. Thomas",male,18.5,1,0,520650,16.04,,S
2551,1,3,"Robinson, Miss. Emma",female,,0,0,345635,21.37,,S
2552,0,3,"Anderson, Mrs. Emma",female,20.65,2,0,795231,12.03,,S
2553,0,3,"Johnson, Mr. Thomas",male,42.11,0,0,702999,1.11,,S
2554,1,3,"Martin, Mr. John",male,25.15,0,0,945793,10.25,,S
2555,1,2,"Miller, Mrs. Grace",female,37.78,2,0,156095,20.58,,Q
2556,1,3,"Anderson, Miss. Ellen",female,31.69,1,0,283531,13.26,G6,C
2557,0,1,"Wilson, Mr. George",male,,0,0,108893,107.35,,S
2558,0,2,"Smith, Mr. Thomas",male,34.41,0,0,324894,24.74,,C
2559,0,2,"Thompson, Mrs. Grace",female,53.14,1,0,201218,18.61,E74,S
2560,1,1,"Martin, Mrs. Margaret",female,41.02,0,0,273678,33.89,,S
2561,1,3,"Smith, Miss. Margaret",female,35.82,0,0,609486,10.13,,S
2562,0,3,"White, Mr. Frank",male,33.32,0,0,269723,8.95,,S
2563,0,3,"Garcia, Rev. George",male,,2,0,621020,11.15,,S
2564,0,3,"Davis, Mr. William",male,27.24,0,0,155935,17.49,,S
2565,0,3,"Robinson, Mr. James",male,31.57,0,0,707602,15.63,,S
2566,0,2,"White, Mrs. Mary",female,39.16,0,0,817878,28.24,,S
2567,1,1,"Taylor, Mr. James",male,21.77,1,0,841492,67.87,,S
2568,0,1,"Jones, Mr. Charles",male,40.97,0,0,405450,147.35,,S
2569,1,3,"Davis, Mrs. Mary",female,22.79,0,0,392095,17.37,,S
2570,0,3,"Martin, Mrs. Anna",female,20.3,0,4,482187,13.73,,S
2571,1,1,"Harris, Mrs. Ellen",female,53.55,0,1,898905,109.34,,S
2572,0,3,"Jones, Mrs. Alice",female,,3,3,878963,8.61,,S
2573,0,3,"Jackson, Mr. Thomas",male,8.26,0,2,566669,0.0,F52,S
2574,0,3,"Wilson, Mr. John",male,,1,0,924292,9.06,,C
2575,0,3,"Williams, Mr. William",male,7.96,0,0,352813,17.86,,S
2576,0,3,"Thompson, Miss. Helen",female,1.86,0,0,590784,13.52,F94,S
2577,1,3,"Jones, Mrs. Ellen",female,35.9,0,0,270290,12.11,,S
2578,0,3,"Jackson, Mr. Frank",male,26.9,0,1,187656,7.49,G115,S
2579,0,1,"Smith, Mr. Thomas",male,43.67,1,2,722689,1.86,,S
2580,0,3,"Johnson, Mr. James",male,19.69,1,0,510673,22.26,,Q
2581,1,1,"White, Mr. William",male,21.39,0,2,614582,75.27,,S
2582,1,3,"Martinez, Miss. Grace",female,10.77,0,0,922108,10.21,,S
2583,0,1,"Anderson, Mr. George",male,34.73,3,0,542300,55.79,,S
2584,1,1,"Brown, Miss. Anna",female,,0,0,911576,136.69,,Q
2585,0,1,"Smith, Mr. John",male,41.68,1,2,621361,121.02,,S
2586,0,2,"Moore, Mr. Edward",male,24.45,0,0,392586,10.33,,S
2587,0,2,"Johnson, Mr. John",male,32.22,0,0,173534,31.65,,S
2588,0,1,"Wilson, Miss. Alice",female,39.86,0,0,973896,77.91,C85,C
2589,0,2,"Moore, Mr. John",male,34.64,0,1,819033,13.89,E48,C
2590,0,2,"Martin, Mr. Robert",male,35.99,1,1,391902,17.06,,C
2591,0,3,"Williams, Mr. William",male,20.87,0,0,737646,7.91,,C
2592,1,3,"Robinson, Miss. Anna",female,27.21,1,6,832812,4.41,F147,S
2593,1,3,"Williams, Miss. Helen",female,27.83,0,0,120909,18.04,F75,S
2594,1,1,"Jackson, Miss. Anna",female,8.85,0,2,942618,74.73,,C
2595,0,2,"White, Master. Edward",male,37.76,1,0,222291,26.17,,S
2596,0,3,"Jackson, Miss. Florence",female,,0,0,216953,14.87,,S
2597,0,1,"Taylor, Mr. William",male,44.77,1,2,504366,,,S
2598,0,2,"Johnson, Mrs. Helen",female,14.56,0,1,362987,0.0,,S
2599,0,3,"Martin, Mr. Charles",male,21.21,0,0,445144,7.37,,S
2600,0,3,"Harris, Mr. James",male,,0,1,604837,16.7,,S
2601,1,2,"Johnson, Mrs. Margaret",female,,0,0,477408,7.25,,S
2602,1,3,"Davis, Miss. Florence",female,8.14,0,0,431920,15.42,,S
2603,0,2,"Smith, Mr. John",male,18.86,0,0,583527,6.09,,S
2604,0,3,"Harris, Master. Edward",male,31.41,0,0,981310,13.11,,C
2605,1,1,"Martin, Mrs. Margaret",female,30.45,0,0,729360,151.62,,C
2606,1,1,"White, Mrs. Elizabeth",female,26.86,1,0,462861,116.53,A133,C
2607,1,3,"Garcia, Mrs. Mary",female,35.88,1,0,724806,0.97,,S
2608,0,2,"Jackson, Mr. James",male,41.37,0,0,854187,28.48,E50,Q
2609,0,3,"Thompson, Mr. Robert",male,,2,0,141964,24.84,,C
2610,1,2,"Smith, Mrs. Margaret",female,40.18,2,0,278064,47.97,,S
2611,1,3,"Garcia, Mrs. Anna",female,22.22,1,0,996141,16.09,,S
2612,0,3,"Miller, Mrs. Florence",female,22.54,0,0,984816,4.13,F137,S
2613,1,3,"Garcia, Mrs. Anna",female,17.22,0,0,735316,15.83,,S
2614,0,3,"Wilson, Mr. Thomas",male,,0,0,757059,23.37,,C
2615,0,2,"White, Mr. George",male,23.67,1,0,918409,18.13,,S
2616,1,3,"Wilson, Miss. Emma",female,,0,1,112553,19.78,,S
2617,1,1,"Martinez, Mr. Charles",male,45.2,0,2,572738,48.74,,S
2618,0,3,"Robinson, Mrs. Elizabeth",female,39.21,1,0,255131,15.42,,C
2619,0,3,"Thompson, Miss. Alice",female,29.78,2,0,958216,0.0,G91,S
2620,1,3,"Jones, Miss. Alice",female,46.53,0,0,192018,6.82,G17,S
2621,0,3,"Moore, Mr. Frank",male,16.53,1,0,208510,12.96,,Q
2622,1,3,"Martin, Miss. Ellen",female,2.94,1,0,632391,10.64,F95,S
2623,0,2,"Williams, Rev. Robert",male,38.58,0,0,393822,6.99,,S
2624,0,3,"Thompson, Mr. James",male,15.74,1,0,850452,9.75,,S
2625,0,3,"Miller, Mr. Edward",male,,0,0,367470,15.14,,C
2626,0,2,"Anderson, Mr. James",male,8.76,0,2,806687,,,C
2627,1,3,"Williams, Mrs. Emma",female,14.21,8,0,452906,13.4,,C
2628,1,2,"Davis, Miss. Emma",female,11.97,0,0,620391,27.32,,C
2629,1,2,"White, Mr. Henry",male,24.79,0,2,976521,16.57,,S
2630,1,2,"Thomas, Mrs. Mary",female,25.27,3,0,655417,33.59,F43,S
2631,0,1,"Williams, Mr. Robert",male,,0,0,268765,42.45,,S
2632,0,3,"Brown, Miss. Florence",female,39.88,0,0,948869,25.53,,S
2633,1,3,"Taylor, Miss. Margaret",female,,0,0,945365,20.23,,S
2634,0,3,"Thomas, Mr. Henry",male,5.53,0,0,507177,10.69,F57,S
2635,0,3,"Wilson, Mr. Charles",male,32.3,0,0,442747,11.12,G18,S
2636,0,2,"Garcia, Mr. Charles",male,31.34,0,0,775424,22.07,,S
2637,0,2,"Johnson, Dr. John",male,28.83,1,0,596051,25.99,,S
2638,1,1,"Miller, Mrs. Florence",female,37.73,0,0,187437,129.97,,Q
2639,0,3,"Moore, Mr. William",male,,0,0,395645,4.29,,S
2640,0,1,"Thompson, Mr. Charles",male,29.7,0,0,176058,102.37,,
2641,0,3,"Taylor, Mr. Robert",male,22.81,0,0,364365,0.0,,S
2642,1,3,"Taylor, Miss. Helen",female,39.21,0,0,254604,11.85,,C
2643,0,3,"Martinez, Mr. Henry",male,16.55,0,0,984657,22.45,,S
2644,1,3,"Smith, Mrs. Mary",female,12.64,0,0,962117,3.79,,S
2645,0,2,"Thompson, Miss. Elizabeth",female,29.26,0,0,119586,4.01,E51,S
2646,0,3,"Smith, Mr. Frank",male,11.43,0,0,783691,14.44,,S
2647,1,3,"Robinson, Mr. Edward",male,,0,0,832643,22.02,,C
2648,0,3,"Williams, Mr. Robert",male,20.87,0,0,920405,15.12,,S
2649,0,3,"Miller, Mr. Robert",male,42.38,0,0,897093,0.62,,S
2650,0,3,"Jackson, Miss. Emma",female,24.54,0,0,405924,2.06,G42,S
2651,1,3,"Miller, Mrs. Florence",female,27.14,0,0,535364,13.64,,S
2652,0,2,"Taylor, Mr. William",male,4.44,1,1,250718,8.21,,S
2653,0,3,"Brown, Mr. James",male,30.26,0,0,878876,13.89,,S
2654,0,3,"Martinez, Mr. Frank",male,,0,0,153931,14.27,,S
2655,0,2,"Thompson, Mr. Robert",male,22.02,0,2,552287,15.1,,S
2656,1,3,"Jones, Dr. Florence",female,27.16,0,0,494112,24.8,F97,S
2657,0,2,"White, Mrs. Emma",female,32.04,0,0,403817,25.9,,S
2658,0,3,"Anderson, Miss. Alice",female,12.29,0,0,974677,20.88,G144,Q
2659,1,1,"Thomas, Rev. Robert",male,41.98,0,0,527595,122.66,,S
2660,0,2,"Brown, Mr. Robert",male,,0,0,137806,18.5,,S
2661,0,3,"Davis, Mr. Edward",male,,0,1,862569,11.74,,C
2662,0,2,"Garcia, Miss. Grace",female,19.59,2,0,934438,,F48,Q
2663,1,2,"Wilson, Mrs. Ellen",female,,1,0,414817,26.81,,C
2664,1,2,"Robinson, Miss. Grace",female,40.26,0,1,348408,13.5,F31,S
2665,0,3,"Johnson, Master. Frank",male,10.28,1,1,732684,24.21,,C
2666,0,3,"Miller, Mr. Henry",male,31.94,0,0,151624,8.15,,S
2667,0,3,"Jones, Miss. Margaret",female,16.86,0,0,689835,14.39,G123,C
2668,0,1,"Miller, Mr. Henry",male,40.9,0,0,255554,74.38,C91,S
2669,0,3,"Thomas, Mr. Charles",male,18.23,2,0,295384,10.07,,S
2670,0,2,"Thompson, Mr. George",male,23.2,0,1,189084,41.72,,C
2671,0,3,"Jackson, Miss. Anna",female,43.28,1,1,673987,10.15,,S
2672,1,2,"Wilson, Mr. Charles",male,,0,1,711962,16.95,,S
2673,1,2,"Moore, Miss. Margaret",female,35.82,0,0,518122,13.36,,C
2674,1,3,"Robinson, Mr. William",male,45.78,0,0,960162,13.27,G69,S
2675,0,3,"Thomas, Mr. George",male,,0,0,167632,12.34,,S
2676,0,3,"Jones, Mr. Henry",male,,1,0,989663,5.72,,S
2677,1,3,"Brown, Mr. Henry",male,9.62,0,0,827620,10.24,F117,S
2678,1,3,"Thomas, Miss. Margaret",female,,0,0,163790,,,S
2679,1,3,"Miller, Mrs. Emma",female,,0,0,486975,19.68,,S
2680,1,2,"Moore, Mrs. Florence",female,32.71,1,0,592440,20.24,,C
2681,1,3,"Wilson, Mrs. Margaret",female,9.74,1,0,648733,13.38,,S
2682,1,3,"Miller, Miss. Ellen",female,,0,0,491280,10.65,F148,Q
2683,0,1,"Garcia, Mr. John",male,28.26,0,0,371591,62.9,C105,C
2684,1,3,"Williams, Miss. Grace",female,22.83,0,0,351562,7.02,,Q
2685,1,2,"Wilson, Mr. Robert",male,53.82,0,0,636937,4.43,,S
2686,0,3,"Jones, Mrs. Grace",female,13.8,0,0,584586,8.43,,S
2687,0,2,"Miller, Mr. Edward",male,,1,0,446089,29.04,,S
2688,0,3,"Taylor, Mrs. Alice",female,,0,0,320874,10.24,G19,C
2689,0,2,"Davis, Mr. James",male,37.63,0,1,558912,16.54,,Q
2690,0,3,"Johnson, Mr. John",male,24.5,0,0,315929,10.62,,C
2691,0,3,"Miller, Mr. John",male,14.25,0,0,481900,21.09,,S
2692,0,2,"Miller, Mr. Edward",male,25.65,0,0,959683,10.72,,S
2693,0,3,"Smith, Rev. Frank",male,15.5,1,0,768816,14.8,F102,S
2694,0,3,"Anderson, Mr. Robert",male,28.55,0,2,773749,12.55,,S
2695,0,3,"Miller, Mr. William",male,57.21,0,0,148580,13.44,,Q
2696,1,1,"Miller, Mr. William",male,,0,0,789099,94.26,D121,C
